,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,source,ref,cand,qual,target,data,backTrans,2gramBleu,3gramBleu,4gramBleu,backTransGram1,backTransGram2,backTransGram3,backTransGram4
10,10,10,10,10,10,10.0,"全市 共有 大小 岛屿 1390 个 , 人 均 淡水 拥有 量 为 601 立方 米 , 仅 为 浙江省 人 均 拥有 量 的 25.4%, 吃水 问题 一直 困扰 着 这个 海岛 城市 居民 的 生活 .","the entire city consists of 1390 islands . the per capita fresh water is 601 cubic meters , which equals to only 25.4% of the per capita average in zhejiang province . the problem of drinking water shortages has long plagued residents of the island city .","there are 1390 islands of varying sizes in the city . on average , each person has 601 cubic meters of fresh water , only 25.4 percent of that of zhejiang province . drinking water has always been a problem that affects the residents ' lives in this island city .",0.6078,1.0,"全市 共有 大小 岛屿 1390 个 , 人 均 淡水 拥有 量 为 601 立方 米 , 仅 为 浙江省 人 均 拥有 量 的 25.4%, 吃水 问题 一直 困扰 着 这个 海岛 城市 居民 的 生活 . there are 1390 islands of varying sizes in the city . on average , each person has 601 cubic meters of fresh water , only 25.4 percent of that of zhejiang province . drinking water has always been a problem that affects the residents ' lives in this island city .","The city has 1,390 islands of varying sizes. The average person has 601 cubic metres of fresh water, only 25.4 per cent in Zhejiang province. Drinking water has been a problem affecting the lives of the islanders.",0.32539568672798425,0.18961692102387467,3.4655590039129034e-78,0.42579295367690145,0.28463228795379625,0.187539818943698,0.10631793150158725
11,11,11,11,11,11,11.0,"以 普陀 区 六 横 镇 为 例 , 每天 都 要 从 临近 一个 镇 运 1500 吨 淡水 , 每 吨 成本 超过 10 元 .","taking liuheng township in putuo district as an example , some 1500 tons of fresh water have to be transported every day into the town from a neighboring one at a cost of over 10 yuan per ton .","six pedestrians at po town , for example , every day from a town close to 150 tons of fresh water delivery and cost more than 10 dollars per ton . ",0.4486,0.0,"以 普陀 区 六 横 镇 为 例 , 每天 都 要 从 临近 一个 镇 运 1500 吨 淡水 , 每 吨 成本 超过 10 元 . six pedestrians at po town , for example , every day from a town close to 150 tons of fresh water delivery and cost more than 10 dollars per ton . ","For example, six pedestrians in the town of Po transport nearly 150 tons of fresh water a day from a town and cost more than $10 a ton.",0.30614240671809195,0.1987965543343679,0.12018804961398168,0.4953587998572467,0.41826677454011757,0.3475410167976648,0.2743259032945036
12,12,12,12,12,12,12.0,"由 国家 海洋 局 杭州 水处理 技术 开发 中心 负责 开发 的 反 渗透 海水 淡化 技术 , 是 一种 以 压力 为 驱 动力 的 膜 分离 过程 , 是 当今 国际 海水 淡化 研究 领域 的 热 点 .","the technique of seawater desalination by reverse osmosis , developed by the hangzhou development center of water treatment technology under the state oceanic administration , is a process of membrane separation through the driving force of pressure , which at present is a focal point for current global seawater desalination research .",the reverse osmosis seawater desalination technology developed by hangzhou development center of water treatment technology under the state oceanic administration is a membrane diffusion process powered by pressure and is the focus in today's international seawater desalination research domain .,0.5741,1.0,"由 国家 海洋 局 杭州 水处理 技术 开发 中心 负责 开发 的 反 渗透 海水 淡化 技术 , 是 一种 以 压力 为 驱 动力 的 膜 分离 过程 , 是 当今 国际 海水 淡化 研究 领域 的 热 点 . the reverse osmosis seawater desalination technology developed by hangzhou development center of water treatment technology under the state oceanic administration is a membrane diffusion process powered by pressure and is the focus in today's international seawater desalination research domain .","The reverse osmosis desalination technology developed by the Water Treatment Technology Development Center of the State Oceanic Administration is a pressure-driven membrane diffusion process, which is the focus of international desalination research.",0.43058080350515937,0.34396087114565904,0.29093477044479915,0.4380754404776652,0.2967233950737487,0.1926802273602517,0.11649025207276278
13,13,13,13,13,13,13.0,"中心 有关 负责人 说 , 通过 技术 改进 并 对 设备 进行 国产 化 改造 , 反 渗透 海水 淡化 工程 的 成本 以及 能 耗 已经 实现 双 降低 .","according to the persons in charge from the center , both the cost and the energy consumption level of the seawater desalination by reverse osmosis project have been lowered through technological improvement and equipment modifications at home .","the centre , through the technical upgrading and transformation of chinese-made equipment , but the cost of desalination projects and a lower power consumption has been achieved . ",0.3498,0.0,"中心 有关 负责人 说 , 通过 技术 改进 并 对 设备 进行 国产 化 改造 , 反 渗透 海水 淡化 工程 的 成本 以及 能 耗 已经 实现 双 降低 . the centre , through the technical upgrading and transformation of chinese-made equipment , but the cost of desalination projects and a lower power consumption has been achieved . ",The center has achieved the cost and low power consumption of desalination projects through technical upgrades and retrofits of Chinese-made equipment.,0.0962731001684991,5.726791588304653e-103,3.963092154747234e-155,0.45547361511663215,0.24947317334780547,0.13298283212537435,2.4151097702469965e-78
14,14,14,14,14,14,14.0,每 吨 海水 淡化 处理 的 成本 在 5 元 的 基础 上 进一步 下降 .,the cost of seawater desalination per ton has further been lowered from the original 5 yuan .,per ton of desalination costs in five yuan . ,0.2741,0.0,每 吨 海水 淡化 处理 的 成本 在 5 元 的 基础 上 进一步 下降 . per ton of desalination costs in five yuan . ,The cost per ton of desalination is about five yuan.,0.1813273150747404,7.618111207645843e-103,4.4761101215170205e-155,0.5,0.408248290463863,0.350372724490772,0.2777619034011791
15,15,15,15,15,15,15.0,这 预示 着 海水 淡化 的 成本 有 望 接近 自来水 以及 工业 用 水 的 价格 .,this indicates that the cost of seawater desalination is expected to approach that of tap water and industrial water .,this augurs well for the cost of desalination is expected to be close to water and industrial water prices . ,0.65,0.0,这 预示 着 海水 淡化 的 成本 有 望 接近 自来水 以及 工业 用 水 的 价格 . this augurs well for the cost of desalination is expected to be close to water and industrial water prices . ,This suggests that the cost of desalination is expected to be close to water and industrial water prices.,0.4976133515281193,0.4060879935318248,0.29170205300854224,0.6583746749149221,0.6528186711485027,0.6485198753645661,0.640170635257667
16,16,16,16,16,16,16.0,( 国际 ) 匈牙利 5 日 全民 公决 结果 无效,( international ) results of hungarian referendum on the 5th invalidated,( international ) hungary 5 referendum results ,0.4034,0.0,( 国际 ) 匈牙利 5 日 全民 公决 结果 无效 ( international ) hungary 5 referendum results ,(International) Hungary 5 referendum results,0.2904327290997419,0.21550016536151287,3.4865095392454893e-78,0.32928698165641584,0.3005965129100147,0.2566984881484978,3.769288840603131e-78
17,17,17,17,17,17,17.0,新华社 布达佩斯 12 月 5 日 电 ( 记者 刘 为 民 ) 匈牙利 5 日 就 全国 公共 卫生 医疗 机构 的 私有 化 和 境 外 匈 族人 的 双重国籍 问题 举行 了 全民 公决 投票 .,xinhua news agency report of december 5th from budapest ( by staff reporter liu weimin ) - a national referendum was held on the 5th in hungary on issues regarding the privatization of the country's hospitals and public health-care institutions and the granting of dual citizenship to ethnic hungarians living outside the country .,"xinhua news agency , budapest , december 5 ( reporter liu weimin ) - hungary held a referendum on the privatization of national public health service providers and the dual citizenship of hungarians outside the country on december 5 .",0.5638,1.0,"新华社 布达佩斯 12 月 5 日 电 ( 记者 刘 为 民 ) 匈牙利 5 日 就 全国 公共 卫生 医疗 机构 的 私有 化 和 境 外 匈 族人 的 双重国籍 问题 举行 了 全民 公决 投票 . xinhua news agency , budapest , december 5 ( reporter liu weimin ) - hungary held a referendum on the privatization of national public health service providers and the dual citizenship of hungarians outside the country on december 5 .","BUDAPEST, Dec. 5 (Xinhua Liu Weimin) Hungary held a referendum on the privatization of national public health service providers and dual nationality outside Hungary on the 5th.",0.3638993647668393,0.24775814385309736,0.15391753367086616,0.4119115695892751,0.3427311427179196,0.31938397634157045,0.30111664845136277
18,18,18,18,18,18,18.0,"因 参加 投票 的 选民 人数 以及 对 这 两 个 问题 投 赞成票 或 反对 票 的 人数 均 未 达到 法律 规定 的 比例 , 这 次 公决 结果 无效 .","the results of the referendum were ruled invalid as both voter turnout and the number of "" yes "" or "" no "" votes cast failed to meet the percentages as required by law .","a number of voter participation in these two issues and casting an affirmative or negative vote is not the number of legal provisions , the poll . ",0.2479,0.0,"因 参加 投票 的 选民 人数 以及 对 这 两 个 问题 投 赞成票 或 反对 票 的 人数 均 未 达到 法律 规定 的 比例 , 这 次 公决 结果 无效 . a number of voter participation in these two issues and casting an affirmative or negative vote is not the number of legal provisions , the poll . ","Some voters participate in these two issues, vote yes or no, not the number required by law, to vote.",0.12017156978101826,0.0774128236729723,1.6546526065589058e-78,0.2621911009885263,0.1904774188507756,0.1406190610024383,2.4634508721449795e-78
19,19,19,19,19,19,19.0,"匈牙利 全国 选举 办公室 5 日 深夜 对 99.91% 的 选票 进行 的 统计 结果 显示 ,301.1 万 人 参加 了 投票 , 占 全国 选民 总数 的 37.48% .","with 99.91% of the votes counted on the night of the 5th by hungary's national election office , the results showed that a total of 3011000 people had cast their votes , accounting for 37.48% of the total number of voters across the country .","the office of the hungarian national elections on 5 october 99.91% of statistics showed that ,301.1 million , representing a turnout of voters nationwide 37.48% of boys . ",0.385,0.0,"匈牙利 全国 选举 办公室 5 日 深夜 对 99.91% 的 选票 进行 的 统计 结果 显示 ,301.1 万 人 参加 了 投票 , 占 全国 选民 总数 的 37.48% . the office of the hungarian national elections on 5 october 99.91% of statistics showed that ,301.1 million , representing a turnout of voters nationwide 37.48% of boys . ","Statistics from Hungary's National Election Office on October 5th showed that 301.1 million boys, representing 37.48 per cent of the country's voters, had voted.",0.18634626805998966,8.157698863606427e-103,4.88682954836207e-155,0.23681476762726858,0.12930534039941413,7.203241931228109e-103,4.8332742446855995e-155
20,20,20,20,20,20,20.0,"其中 191.9 万 人和 103.3 万 人 对 第 一个 问题 分别 投 了 赞成票 和 反对 票 , 占 全国 选民 人数 的 23.87% 和 12.85% ; 151.8 万 人和 142.6 万 人 对 第 二 个 问题 分别 投 了 赞成票 和 反对 票 , 占 全国 选民 人数 的 18.88% 和 17.75% .","among them , 1919000 said "" yes "" and 1033000 said "" no "" to the first question , accounting for 23.87% and 12.85% respectively of the total number of voters across the country ; 1518000 and 1426000 voted for and against the second question , accounting for 18.88% and 17.75% respectively of the total number of voters across the country .",these 191.9 million and 103.3 million respectively for the first issue cast a vote of the electorate and the amount 23.87% ; 151.8 million and 142.6 million respectively for the second issue cast a vote of the electorate 18.88% and 17.75% . ,0.3484,0.0,"其中 191.9 万 人和 103.3 万 人 对 第 一个 问题 分别 投 了 赞成票 和 反对 票 , 占 全国 选民 人数 的 23.87% 和 12.85% ; 151.8 万 人和 142.6 万 人 对 第 二 个 问题 分别 投 了 赞成票 和 反对 票 , 占 全国 选民 人数 的 18.88% 和 17.75% . these 191.9 million and 103.3 million respectively for the first issue cast a vote of the electorate and the amount 23.87% ; 151.8 million and 142.6 million respectively for the second issue cast a vote of the electorate 18.88% and 17.75% . ","These 191.9 million and 103.3 million voted for the first phase, respectively, amounting to 23.87 per cent; In the second phase, 151.8 million and 142.6 million votes were cast, respectively, with 18.88 per cent and 17.75 per cent cast.",0.17379230002054172,0.07960792546956771,1.613268404054086e-78,0.3702647360137818,0.3110206382808449,0.2579122876742523,0.20173745786114414
21,21,21,21,21,21,21.0,"根据 匈牙利 的 有关 法律 , 只有 参加 投票 的 人数 超过 全国 选民 总数 的 50%, 或者 对 上述 问题 投 赞成票 或 反对 票 的 人数 超过 全国 选民 总数 的 25%, 公决 结果 才 有效 .","under hungary's relevant laws , a referendum result is valid only if the number of people taking part in the vote is more than 50% of the total number of voters across the nation or if the number of votes for or against the above questions exceed 25% of the total number of voters across the nation .","according to hungarian laws , only the turnout of voters nationwide exceeded 50 per cent of the present and casting an affirmative or negative vote on the number of voters nationwide exceeding 25% of the referendum . ",0.3097,0.0,"根据 匈牙利 的 有关 法律 , 只有 参加 投票 的 人数 超过 全国 选民 总数 的 50%, 或者 对 上述 问题 投 赞成票 或 反对 票 的 人数 超过 全国 选民 总数 的 25%, 公决 结果 才 有效 . according to hungarian laws , only the turnout of voters nationwide exceeded 50 per cent of the present and casting an affirmative or negative vote on the number of voters nationwide exceeding 25% of the referendum . ","According to Hungarian law, only the national voter turnout exceeds the current 50 per cent, and more than 25 per cent of the country's voters voted yes or no in the referendum.",0.19424645001627824,0.12487266312443587,2.2229480839655957e-78,0.36270023920392513,0.22022314909781057,0.14141424869489272,0.09356082924327372
22,22,22,22,22,22,22.0,"此 前 , 匈牙利 政府 和 执政党 一直 号召 选民 对 上述 两 个 问题 投反对票 , 而 反对党 则 呼吁 选民 投 赞成票 .","before the vote , the hungarian government and the ruling party had been calling on voters to vote against the two questions while opposition parties called on voters to support them .","earlier , the government of hungary and the ruling party has called on voters to vote against these two issues , and the opposition parties have called on voters to vote in favour . ",0.6471,0.0,"此 前 , 匈牙利 政府 和 执政党 一直 号召 选民 对 上述 两 个 问题 投反对票 , 而 反对党 则 呼吁 选民 投 赞成票 . earlier , the government of hungary and the ruling party has called on voters to vote against these two issues , and the opposition parties have called on voters to vote in favour . ","Earlier, hungary's government and ruling party called on voters to vote against both issues, and opposition parties called on voters to vote for them.",0.4710082159536056,0.36473005459538,0.2769413275131342,0.4742524966396874,0.3787140511477476,0.30895188416190644,0.25673578557003274
23,23,23,23,23,23,23.0,"据 报 道 , 此次 公决 是 历次 全民 公决 和 选举 中 选民 参加 投票 比例 最低 的 一次 .","sources say that voter turnout for this referendum was the lowest ever , counting both referendums and elections .","according to sources , the voter turnout ratio for this referendum was the lowest among past referenda and elections .",0.65,1.0,"据 报 道 , 此次 公决 是 历次 全民 公决 和 选举 中 选民 参加 投票 比例 最低 的 一次 . according to sources , the voter turnout ratio for this referendum was the lowest among past referenda and elections .","According to sources, turnout in the referendum was the lowest in the past.",0.5231483637805969,0.4272800244690665,0.3403336518440549,0.3142706420773091,0.21413934666572784,0.1715657872435279,0.1298171668685262
24,24,24,24,24,24,24.0,"投票 结果 公布 之后 , 匈牙利 总理 久 尔 恰 尼 发表 讲话 承认 此次 全民 公决 失败 .","following the release of the polling results , hungarian prime minister gyurcsany made a speech recognizing the failure of the referendum .","after the vote , hungary , speech and a proper recognition of the referendum . ",0.3344,0.0,"投票 结果 公布 之后 , 匈牙利 总理 久 尔 恰 尼 发表 讲话 承认 此次 全民 公决 失败 . after the vote , hungary , speech and a proper recognition of the referendum . ","After the vote, Hungary spoke and properly recognized the referendum.",0.2173399532393929,0.16914424119668806,0.12513512195444654,0.16464349082820792,4.483902431786973e-155,3.2818645264163266e-204,7.399663116222943e-232
25,25,25,25,25,25,25.0,"他 表示 , 政府 将 更加 主动 地 制定 民族 政策 和 进行 医疗 卫生 改革 .",he said that the government would take more active steps to draw up policies towards nationalities and carry out health care reform .,he said that the government will take more initiative in drawing up ethnic policy and carrying out health reform .,0.5595,1.0,"他 表示 , 政府 将 更加 主动 地 制定 民族 政策 和 进行 医疗 卫生 改革 . he said that the government will take more initiative in drawing up ethnic policy and carrying out health reform .",He said the government will take more proactive initiatives in formulating national policies and carrying out health care reforms.,0.4211964727261349,0.2973178527724076,0.2253085811221477,0.54926443579899,0.4501680882348085,0.38731799711040144,0.3166934923219159
26,26,26,26,26,26,26.0,"匈牙利 最 大 的 反对党 青 民 盟 主席 欧 尔 班 则 表示 , 尽管 投 赞成票 的 人数 没有 达到 规定 的 比例 , 但 这 次 公决 是 有益 的 .","the chairman of hungary's largest opposition party , the alliance of young democrats , orban , said that although the voters did not reach the required number , the referendum was helpful nevertheless .","orban , chairman of the league of young democrats , the largest opposition party in hungary , noted that despite the fact that the number of people who voted for the issues had not reached the required ratio , this referendum was useful .",0.5682,1.0,"匈牙利 最 大 的 反对党 青 民 盟 主席 欧 尔 班 则 表示 , 尽管 投 赞成票 的 人数 没有 达到 规定 的 比例 , 但 这 次 公决 是 有益 的 . orban , chairman of the league of young democrats , the largest opposition party in hungary , noted that despite the fact that the number of people who voted for the issues had not reached the required ratio , this referendum was useful .","Orban, president of Hungary's largest opposition party, the Youth Democratic Alliance, said the referendum was beneficial, even though the number of people who voted for the issues had not yet reached the required level.",0.3635042043139408,0.21464163977309253,0.12317618415284395,0.4602636810965615,0.3814552228549137,0.32630506287831446,0.2841185083611207
27,27,27,27,27,27,27.0,他 呼吁 政府 和 国会 在 制定 有关 法律 时 应该 考虑 这 次 全民 公决 的 结果 .,he called on the government and the parliament to take into account the referendum results when drawing up relevant laws .,he urged the government and congress in formulating relevant laws should take account of the referendum results . ,0.5643,0.0,他 呼吁 政府 和 国会 在 制定 有关 法律 时 应该 考虑 这 次 全民 公决 的 结果 . he urged the government and congress in formulating relevant laws should take account of the referendum results . ,He urged the government and Congress to take the referendum result into account when enacting the law.,0.3770052200607537,0.2501139088360704,4.1667500939621007e-78,0.4183575366601297,0.3049278338888995,0.22564622336205215,0.16265015270008784
