,Unnamed: 0,Unnamed: 0.1,source,ref,cand,qual,target,data,backTrans,backTransGram1,backTransGram2,backTransGram3,backTransGram4,2gramBleu,3gramBleu,4gramBleu
10,10,10.0,梅 丽 安 在 一年 前 就 抛 夫 而 去 .,meriam abandoned her husband a year ago .,meriam left her husband a year ago .,0.875,1.0,梅 丽 安 在 一年 前 就 抛 夫 而 去 . meriam left her husband a year ago .,Merriam left her husband a year ago.,0.6191984998215584,0.5982025827726344,0.5733442699900668,0.5329462628216854,0.7905694150420949,0.7490836021568807,0.7071067811865475
11,11,11.0,"强 生 说 : "" 她 已经 沈 沦 到底 了 . """,""" she's gone off the deep end , "" johnson says .","johnson said , "" she's gone off the deep end . """,0.9167,1.0,"强 生 说 : "" 她 已经 沈 沦 到底 了 . "" johnson said , "" she's gone off the deep end . ""","Johnson said: ""She walked out of the abyss.""",0.07581633246407919,3.1987476604776097e-155,2.716942129310923e-204,6.570351225189682e-232,0.7637626158259733,0.6659055636437068,0.6000342906130847
12,12,12.0,欧 元 区 本 周 经济 指标 将 显示 欧洲 经济 持续 疲 弱,this week's eurozone economic indicators to show continuous economic weakening in europe,euro zone economic targets this week will demonstrate the continued weakness in ,0.25,0.0,欧 元 区 本 周 经济 指标 将 显示 欧洲 经济 持续 疲 弱 euro zone economic targets this week will demonstrate the continued weakness in ,The Eurozone’s economic targets this week will indicate continued weakness in the Eurozone,0.6923076923076923,0.5883484054145521,0.5046369354958183,0.39832871551569504,7.165741990418252e-155,5.4839821500978084e-204,1.2627076138080564e-231
13,13,13.0,"经济学家 说 , 欧 元 区 本 周 将 公布 的 经济 指标 , 将 显示 出 经济 信心 疲 弱 及 经济 产 出 减缓 的 进一步 证据 , 另一方面 英国 的 资料 则 预期 将 显示 工业 活动 增加 .","economists said that eurozone economic indicators to be released this week will provide further evidence of weak economic confidence and slowing economic output , while british data is expected to show a pick-up in industrial activities .","economists said that the economic indicators to be announced by eurozone this week would provide further evidence of weak economic confidence and slowing economic output , while british data is expected to show a growth in industrial activities .",0.8718,1.0,"经济学家 说 , 欧 元 区 本 周 将 公布 的 经济 指标 , 将 显示 出 经济 信心 疲 弱 及 经济 产 出 减缓 的 进一步 证据 , 另一方面 英国 的 资料 则 预期 将 显示 工业 活动 增加 . economists said that the economic indicators to be announced by eurozone this week would provide further evidence of weak economic confidence and slowing economic output , while british data is expected to show a growth in industrial activities .","Economists said that the economic indicators to be announced in the euro zone this week will provide further evidence of weak economic confidence and slowing economic output, while the UK data is expected to show growth in industrial activity.",0.7435897435897436,0.6708706852913353,0.6057800625667127,0.5401862017078733,0.801483105680312,0.7386418371110929,0.6775502177958139
14,14,14.0,"他们 说 , 欧 元 区 最 大 国家 的 经济 产 出 数据 将 持续 显示 每 个 月 波动 极大 , 但是 经济 产 出 的 长期 趋势 将 显示 经济 成长 趋 缓 .","they said economic output data from the largest eurozone countries will continue to be volatile from one month to the next , but the longer-term trend of output will point to slowing economic growth .","they said that economic output data from the largest eurozone countries will continue to show great volatility every month , but the long-term trend will demonstrate a slow down in economic growth .",0.6275,1.0,"他们 说 , 欧 元 区 最 大 国家 的 经济 产 出 数据 将 持续 显示 每 个 月 波动 极大 , 但是 经济 产 出 的 长期 趋势 将 显示 经济 成长 趋 缓 . they said that economic output data from the largest eurozone countries will continue to show great volatility every month , but the long-term trend will demonstrate a slow down in economic growth .","They stated that the economic output data of the largest countries in the Eurozone will continue to show large monthly fluctuations, but long-term trends will indicate slower economic growth.",0.5106792787247437,0.30875882825154616,0.21275601722002702,0.13260331586209842,0.5261434075324982,0.45550154732863646,0.3902937157603554
15,15,15.0,"本 周 最 重要 的 经济 指标 将 在 德国 , 市场 密切 注意 的 ZEW 经济 研究所 预定 七日 发布 的 经济 预期 指标 , 将 提供 欧洲 十二月份 第 一个 经济 信心 的 证据 .","the most important economic indicators of the week will be in germany , where the zew institute's economic expectations index , which is due on the 7th and is closely watched by the market , will offer europe its first evidence of economic confidence in december .","this week will be the most important economic indicator in germany , the market closely ZEW economic research institute , the economy is expected to be issued in december , will provide the first economic confidence . ",0.5569,0.0,"本 周 最 重要 的 经济 指标 将 在 德国 , 市场 密切 注意 的 ZEW 经济 研究所 预定 七日 发布 的 经济 预期 指标 , 将 提供 欧洲 十二月份 第 一个 经济 信心 的 证据 . this week will be the most important economic indicator in germany , the market closely ZEW economic research institute , the economy is expected to be issued in december , will provide the first economic confidence . ",This week will be the most important economic indicator in Germany. The ZEW Institute for Economic Research pays close attention to the market. It is expected that the economy will be issued in December and will provide the first economic confidence.,0.5853658536585366,0.4838867031273071,0.40788628253050546,0.34338432092571775,0.35590258043648526,0.22594690021976283,0.12579353459445278
16,16,16.0,"ZEW 指数 十一月 由 前 月 的 三十 一点 三 , 大 幅 跌 至 十三点 九 .",the zew index fell sharply to 13.9 in november from 31.3 the previous month .,the zew index plummeted to 13.9 in november from 31.3 in the previous month .,0.8667,1.0,"ZEW 指数 十一月 由 前 月 的 三十 一点 三 , 大 幅 跌 至 十三点 九 . the zew index plummeted to 13.9 in november from 31.3 in the previous month .",The Jewish index fell to 13.9 in November from 31.3 in the previous month.,0.5985403583811576,0.5071543460280202,0.43390567897228066,0.3409483338605691,0.7867957924694432,0.6959050465952276,0.5773502691896257
17,17,17.0,"经济学家 说 , 欧 元 的 大 幅 升值 将 在 近期 的 调查 中 持续 对 经济 信心 产生 影响 , 因此 没有 理由 预 估 经济 预期 指标 会 反 弹回 升 .","economists said the significant appreciation of the euro will have continued to weigh on economic confidence in the latest survey , so there is no reason to expect any rebound in the economic expectations index .","economists said that the sharp appreciation of the euro will be sustained in a recent survey on economic confidence , there is no reason to predict the economy rebounded indicators would be expected . ",0.5824,0.0,"经济学家 说 , 欧 元 的 大 幅 升值 将 在 近期 的 调查 中 持续 对 经济 信心 产生 影响 , 因此 没有 理由 预 估 经济 预期 指标 会 反 弹回 升 . economists said that the sharp appreciation of the euro will be sustained in a recent survey on economic confidence , there is no reason to predict the economy rebounded indicators would be expected . ","Economists said that the sharp appreciation of the euro will be maintained in the recent survey of economic confidence, and there is no reason to predict that economic indicators will rebound.",0.6237678536802667,0.5235733080961209,0.4666708793137964,0.4206065720871912,0.4281777497916621,0.33917653205727544,0.2603043160678678
18,18,18.0,"BNP 的 经济学家 说 : "" 考 量 导致 经济 信心 下滑 的 主要 因素 , 包括 欧 元 升值 , 全球 经济 的 不 确定 因素 及 德国 就业 市场 恶化 的 失业率 等 , 都 对 十二月 调查 期间 的 未来 成长 预期 产生 拖累 , 因此 指数 强劲 反 弹 是 不 太 可能 的 . """,""" given that the main factors driving down economic confidence , including the euro's appreciation , uncertainty over global growth and the weak labor market and worsening unemployment in germany , have remained a drag on future growth expectations over the december survey period , a strong rebound is unlikely , "" bnp's economists said .","BNP economist said : "" in economic confidence in the main factors , including the appreciation of the euro , global economic uncertainty and german job market , the unemployment rate during the december survey expected growth in the future , the index rebounded strongly was unlikely . "" ",0.5131,0.0,"BNP 的 经济学家 说 : "" 考 量 导致 经济 信心 下滑 的 主要 因素 , 包括 欧 元 升值 , 全球 经济 的 不 确定 因素 及 德国 就业 市场 恶化 的 失业率 等 , 都 对 十二月 调查 期间 的 未来 成长 预期 产生 拖累 , 因此 指数 强劲 反 弹 是 不 太 可能 的 . "" BNP economist said : "" in economic confidence in the main factors , including the appreciation of the euro , global economic uncertainty and german job market , the unemployment rate during the december survey expected growth in the future , the index rebounded strongly was unlikely . "" ","An economist at BNP Paribas (BNP) said: “The main factors in terms of economic confidence include the appreciation of the euro, global economic uncertainty and the German job market. The unemployment rate during the December survey is expected to increase in the future. The index rebounded.It's unlikely.""",0.5189847130249344,0.3563924768163378,0.25472847591960623,0.1785482633708162,0.25529930877266416,0.156161493036379,2.905850471656978e-78
19,19,19.0,"根据 法新社 的 财经 新闻 AFX 新闻 向 经济学家 所 做 的 调查 , 这 项 指标 在 十二月 将 会 由 前 月 的 十三点 九 , 再次 下滑 至 十一 .","according to a survey among economists conducted by afx news , the afp financial news subsidiary , the index will drop again to 11.0 in december from 13.9 in the previous month .","according to a survey conducted by afx news , the afp financial news subsidiary , economists believed that this index would drop again to 11 in december from 13.9 in the prior month .",0.8235,1.0,"根据 法新社 的 财经 新闻 AFX 新闻 向 经济学家 所 做 的 调查 , 这 项 指标 在 十二月 将 会 由 前 月 的 十三点 九 , 再次 下滑 至 十一 . according to a survey conducted by afx news , the afp financial news subsidiary , economists believed that this index would drop again to 11 in december from 13.9 in the prior month .","According to a survey conducted by afp financial news subsidiary afx news, economists believe that the index will drop to 11 in December from 13.9 in the previous month.",0.6384785683269047,0.4798942981052908,0.38883656760146706,0.29365461602334875,0.7239227659930267,0.6427720387652699,0.5643434728899298
20,20,20.0,"但是 UBS 投资银行 的 提 瑟 说 , 德国 ZEW 经济 预期 指标 十二月 甚至 可能 跌 到 零 .","however , teather of ubs investment bank said germany's zew economic expectations index could drop as far as zero in december .","nevertheless , teather of ubs investment bank said that the zew economic expectations index of germany might even fall to zero in december .",0.625,1.0,"但是 UBS 投资银行 的 提 瑟 说 , 德国 ZEW 经济 预期 指标 十二月 甚至 可能 跌 到 零 . nevertheless , teather of ubs investment bank said that the zew economic expectations index of germany might even fall to zero in december .","However, the head of UBS Investment Bank said that Germany's Jewish economic expectations index may fall to zero in December.",0.4503019141928901,0.34120962471135496,0.25437363894756376,0.16631489479245065,0.5710402407201607,0.5143995434669946,0.4418463817237387
21,21,21.0,"提 瑟 说 : "" 德国 经济活动 的 未来 预期 , 依 我们 的 看法 , 从 ZEW 对 分析 师 及 金融 市场 参与 者 的 调查 所 反映 , 将 会 持续 下跌 . """,""" expectations of future german economic activity , as reflected in the zew survey of analysts and financial market participants , will continue to fall in our view , "" said teather .","teather said , "" according to our view , expectations of future german economic activity , as reflected in the zew survey of analysts and financial market participants , will continue to fall . """,0.9143,1.0,"提 瑟 说 : "" 德国 经济活动 的 未来 预期 , 依 我们 的 看法 , 从 ZEW 对 分析 师 及 金融 市场 参与 者 的 调查 所 反映 , 将 会 持续 下跌 . "" teather said , "" according to our view , expectations of future german economic activity , as reflected in the zew survey of analysts and financial market participants , will continue to fall . ""","Taser said: ""According to our view, Jewish surveys of analysts and financial market participants show that expectations for future economic activity in Germany will continue to decline.",0.44063234323312966,0.33676957085232934,0.25919607901691627,0.198980950307606,0.8361576788295053,0.7888070548398968,0.7519948984927676
22,22,22.0,乌克兰 危机 引发 东西 紧张 将 成 欧 安 组织 议题,ukraine crisis causing tensions between east and west to dominate osce meeting,ukrainian crisis creates east-west tensions ; expected to be on osce meeting agenda,0.3846,1.0,乌克兰 危机 引发 东西 紧张 将 成 欧 安 组织 议题 ukrainian crisis creates east-west tensions ; expected to be on osce meeting agenda,Ukraine crisis caused tension between East and West; expected to be on the osce meeting agenda,0.5,0.408248290463863,0.3329951051503863,0.22894156860669912,0.17902871850985821,9.58412890640834e-103,6.311514251575017e-155
23,23,23.0,"俄罗斯 多次 指控 西方 插手 东欧 事务 , 此事 因为 乌克兰 的 政治危机 益 成 关注 焦点 , 而且 在 明天 召开 的 欧洲 安全 暨 合作 组织 的 年度 部长会议 势 将 成为 主要 议题 .","russia has been accusing the west of interfering in the affairs of eastern europe , which has gradually become a focus due to the political crisis in ukraine and is expected to top the agenda of the annual ministerial meeting of the organization for security and cooperation in europe ( osce ) , which will open tomorrow .","russia has repeatedly accused the western and eastern european affairs in the interests of the political crisis since ukraine became the focus of concern , and in the future european security and cooperation in the annual ministerial meeting of the organization will become the main question . ",0.5388,0.0,"俄罗斯 多次 指控 西方 插手 东欧 事务 , 此事 因为 乌克兰 的 政治危机 益 成 关注 焦点 , 而且 在 明天 召开 的 欧洲 安全 暨 合作 组织 的 年度 部长会议 势 将 成为 主要 议题 . russia has repeatedly accused the western and eastern european affairs in the interests of the political crisis since ukraine became the focus of concern , and in the future european security and cooperation in the annual ministerial meeting of the organization will become the main question . ","Since Ukraine became the focus of attention, Russia has repeatedly accused Western and Eastern European affairs for political crises. In the future, Europe’s security and cooperation at the organization’s annual ministerial meeting will become major issues.",0.3980729503187718,0.28547290729388686,0.20735993601776365,0.11685419883508662,0.36181906106174927,0.2673938641567588,0.20208269454450262
24,24,24.0,"西方 的 势力 逐渐 伸 入 欧洲 一些 原本 被 俄国 视为 其 后院 的 角落 , 例如 波罗的海 各国 , 乔治亚 和 中亚 , 早已 令 俄国 颇为 不满 , 因此 欧 安 组织 这 次 在 保加利亚 首都 索非亚 举行 两天 会议 时 , 乌克兰 最近 的 事件 可能 成为 重要 议题 .","russia is irritated by the creeping influence of the west into corners of europe it previously considered its backyard , like the baltic states , georgia and central asia . as a result , the recent incident in ukraine is likely to dominate the discussions of the two-day osce meeting in the bulgarian capital of sofia .","the creeping western influence into corners of europe previously considered by russia as its backyard , such as the baltic states , georgia , and central asia , has long disgruntled russia . thus , recent incidents in ukraine will probably dominate the two-day osce meeting to be held in sofia , the capital city of bulgaria .",0.6897,1.0,"西方 的 势力 逐渐 伸 入 欧洲 一些 原本 被 俄国 视为 其 后院 的 角落 , 例如 波罗的海 各国 , 乔治亚 和 中亚 , 早已 令 俄国 颇为 不满 , 因此 欧 安 组织 这 次 在 保加利亚 首都 索非亚 举行 两天 会议 时 , 乌克兰 最近 的 事件 可能 成为 重要 议题 . the creeping western influence into corners of europe previously considered by russia as its backyard , such as the baltic states , georgia , and central asia , has long disgruntled russia . thus , recent incidents in ukraine will probably dominate the two-day osce meeting to be held in sofia , the capital city of bulgaria .","The West has gradually spread to the corners of Europe. Russia was previously regarded as the backyard of Europe, such as the Baltic States, Georgia and Central Asia. They have long been dissatisfied with Russia.Therefore, recent events in Ukraine may dominate the two-day osce meeting in Sofia, Bulgaria.",0.38905283253051265,0.21690290734691833,0.15175476385907716,0.10463418321221839,0.47946330148538413,0.3367414087371053,0.22767515023714233
25,25,25.0,"乌克兰 的 最高法院 已 作出 戏剧性 的 判决 , 谕 令 最近 举行 的 总统 选举 第 二轮 决 选 重新 投票 , 而 在此 之前 , 欧洲 联盟 就 已 呼吁 欧 安 组织 的 会员国 , 准备 让 观察员 "" 以 最 快速度 和 效率 行动 "" .","ukraine's supreme court has made a dramatic ruling to order a re-voting of the recent second-round presidential election . and before this , the european union had called on member states of the osce to ask their observers to get ready for "" the quickest and efficient actions "" .","the supreme court of ukraine has made the dramatic decision to order a rerun of the recent runoff of the presidential election . prior to that , the european union has already appealed to the osce member states to prepare their observers to "" take action as quickly and efficiently as possible . """,0.5926,1.0,"乌克兰 的 最高法院 已 作出 戏剧性 的 判决 , 谕 令 最近 举行 的 总统 选举 第 二轮 决 选 重新 投票 , 而 在此 之前 , 欧洲 联盟 就 已 呼吁 欧 安 组织 的 会员国 , 准备 让 观察员 "" 以 最 快速度 和 效率 行动 "" . the supreme court of ukraine has made the dramatic decision to order a rerun of the recent runoff of the presidential election . prior to that , the european union has already appealed to the osce member states to prepare their observers to "" take action as quickly and efficiently as possible . ""","The Supreme Court of Ukraine made a major decision and ordered the re-election of the recent presidential election.Prior to this, the EU has called on the member states of the European Community to prepare its observers so that they ""take effective action as soon as possible.""",0.4567228098537488,0.22621999147581826,0.10138437847906513,2.0676341283584986e-78,0.42296084571634357,0.277886160749998,0.14183862599229707
26,26,26.0,"欧洲 人士 透露 , 在 乌克兰 预定 十二月 二十六日 举行 的 重新 决 选 中 , 欧 安 组织 派遣 的 观察员 人数 可能 由 原本 的 六百 人 增 至 一千 人 .","according to european sources , the number of osce observers will increase to 1000 from the original 600 in ukraine's re-election scheduled for december 26th .",europeans revealed that the number of observers dispatched by osce to the election rerun in ukraine scheduled to be held on december 26 would increase from the original 600 to 1000 .,0.5312,1.0,"欧洲 人士 透露 , 在 乌克兰 预定 十二月 二十六日 举行 的 重新 决 选 中 , 欧 安 组织 派遣 的 观察员 人数 可能 由 原本 的 六百 人 增 至 一千 人 . europeans revealed that the number of observers dispatched by osce to the election rerun in ukraine scheduled to be held on december 26 would increase from the original 600 to 1000 .",Europeans revealed that the number of observers sent by osce will increase from the original 600 to the Ukrainian general election scheduled for December 26.,0.5139329441898933,0.44069386393345333,0.3736242854888358,0.3202874740899868,0.32065960245275876,0.22079498499806208,0.13722164630327335
27,27,27.0,"美国 国务卿 鲍尔 将 会 参加 欧 安 组织 这 次年 会 , 这 可能 是 他 卸任 前 最后 一次 出访 .","us secretary of state powell will attend osce's annual meeting , which is perhaps his last foreign tour before leaving office .","u.s. secretary of state powell will attend this osce annual meeting , which may be his last foreign visit before leaving office .",0.6538,1.0,"美国 国务卿 鲍尔 将 会 参加 欧 安 组织 这 次年 会 , 这 可能 是 他 卸任 前 最后 一次 出访 . u.s. secretary of state powell will attend this osce annual meeting , which may be his last foreign visit before leaving office .",we.Secretary of State Powell will attend this annual meeting of the Security Council.,0.213862785799004,0.1573987485319582,0.1029856097641316,1.811140886428819e-78,0.6608773662947101,0.5752378317359488,0.46510525353550475
